City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
Chennai,2023-12-28,205,146.4,144.9,85.4,26.0,2.0,25.7
Chennai,2023-12-29,326,246.5,239.0,56.1,22.3,2.3,59.7
Chennai,2023-12-30,50,205.0,289.1,64.0,33.3,0.6,16.6
Chennai,2023-12-31,296,75.6,90.2,69.6,50.0,2.1,33.4
Kolkata,2023-01-01,480,132.5,32.7,75.2,29.0,0.9,53.5
Kolkata,2023-01-02,112,209.3,223.0,99.9,44.2,0.7,65.5
Kolkata,2023-01-03,460,86.4,211.0,37.6,14.5,1.9,59.8
Kolkata,2023-01-04,175,168.9,110.1,25.0,48.0,1.0,110.5
Kolkata,2023-01-05,118,165.1,20.6,50.3,45.3,1.7,55.4
Kolkata,2023-01-06,406,178.8,233.5,56.1,39.8,1.7,18.5
Kolkata,2023-01-07,65,224.2,248.5,47.3,7.9,2.4,51.4
Kolkata,2023-01-08,357,95.9,69.6,78.0,35.5,0.2,60.9
Kolkata,2023-01-09,148,116.7,82.0,6.9,15.5,2.3,49.4
Kolkata,2023-01-10,96,205.9,195.1,81.8,12.6,2.5,116.4
Kolkata,2023-01-11,68,77.4,273.3,72.2,12.0,0.7,100.3
Kolkata,2023-01-12,252,36.6,97.7,52.5,10.2,0.6,91.3
Kolkata,2023-01-13,394,173.8,178.2,11.2,8.2,0.3,38.6
Kolkata,2023-01-14,341,215.3,266.7,74.2,15.2,2.1,12.5
Kolkata,2023-01-15,404,172.7,192.0,69.7,44.4,0.2,57.0
Kolkata,2023-01-16,394,236.3,34.5,94.2,22.8,2.5,40.1
Kolkata,2023-01-17,398,134.4,158.8,54.1,4.1,1.9,15.2
Kolkata,2023-01-18,265,137.8,108.5,42.2,18.1,2.2,98.8
Kolkata,2023-01-19,427,64.2,213.1,96.0,46.0,0.7,46.2
Kolkata,2023-01-20,82,160.2,47.1,50.6,40.8,1.6,78.9
Kolkata,2023-01-21,221,211.7,89.2,50.0,48.0,2.1,100.4
Kolkata,2023-01-22,316,200.6,284.2,78.7,31.7,2.0,78.8
Kolkata,2023-01-23,346,40.0,292.9,92.1,20.1,2.2,86.3
Kolkata,2023-01-24,450,40.6,277.4,47.0,16.5,1.6,17.2
Kolkata,2023-01-25,396,23.4,34.6,85.7,21.3,1.6,55.2
Kolkata,2023-01-26,492,153.9,204.7,6.0,20.4,2.0,106.8
Kolkata,2023-01-27,367,34.3,202.3,69.2,3.2,1.4,74.7
Kolkata,2023-01-28,105,34.6,186.6,11.4,39.9,0.6,73.1
Kolkata,2023-01-29,376,132.1,119.5,50.7,31.8,0.6,25.1
Kolkata,2023-01-30,72,24.5,107.3,46.4,48.1,1.9,44.2
Kolkata,2023-01-31,327,196.1,61.3,34.3,18.5,1.0,10.9
Kolkata,2023-02-01,350,167.8,60.5,27.6,41.3,1.5,16.0
Kolkata,2023-02-02,226,56.9,76.1,91.3,39.7,1.0,83.5
Kolkata,2023-02-03,405,176.0,150.9,70.8,42.9,1.5,46.9
Kolkata,2023-02-04,203,110.5,65.4,48.2,39.9,0.3,34.1
Kolkata,2023-02-05,51,163.3,214.1,49.3,12.2,1.3,94.5
Kolkata,2023-02-06,467,89.6,227.2,24.5,10.8,2.5,49.9
Kolkata,2023-02-07,87,95.9,175.3,18.5,23.1,1.7,110.4
Kolkata,2023-02-08,234,20.5,28.3,23.8,10.4,2.2,89.1
Kolkata,2023-02-09,223,213.4,88.9,23.6,10.5,0.8,21.1
Kolkata,2023-02-10,475,172.6,126.1,79.8,7.3,2.4,43.6
Kolkata,2023-02-11,172,98.7,124.3,21.3,27.3,2.0,78.6
Kolkata,2023-02-12,272,220.8,38.3,18.7,46.4,2.0,31.1
Kolkata,2023-02-13,243,176.6,109.0,45.8,32.5,2.3,93.9
Kolkata,2023-02-14,350,55.4,169.9,80.0,17.7,0.3,97.5
Kolkata,2023-02-15,496,40.4,162.3,60.5,25.5,1.9,96.3
Kolkata,2023-02-16,454,169.2,38.2,53.3,38.1,1.7,66.0
Kolkata,2023-02-17,305,134.5,70.1,72.7,27.2,1.3,115.1
Kolkata,2023-02-18,292,74.4,132.3,92.5,30.0,0.3,34.1
Kolkata,2023-02-19,153,118.5,85.6,25.8,22.4,1.1,27.3
Kolkata,2023-02-20,481,99.8,174.2,17.8,6.0,1.2,48.7
Kolkata,2023-02-21,348,19.9,163.4,37.0,23.7,1.2,50.4
Kolkata,2023-02-22,304,86.1,127.1,22.1,13.2,1.7,49.5
Kolkata,2023-02-23,92,80.7,160.5,56.9,5.8,0.8,35.1
Kolkata,2023-02-24,110,27.1,30.7,24.0,11.4,1.0,43.3
Kolkata,2023-02-25,467,194.4,256.7,23.1,31.0,0.5,104.0
Kolkata,2023-02-26,416,187.6,275.5,5.8,16.4,2.1,96.1
Kolkata,2023-02-27,256,237.0,250.1,77.0,2.6,1.7,118.8
Kolkata,2023-02-28,126,217.7,83.7,73.7,12.1,0.7,74.6
Kolkata,2023-03-01,332,191.8,222.3,48.8,40.0,0.9,30.7
Kolkata,2023-03-02,444,236.1,137.0,46.7,42.9,0.3,25.3
Kolkata,2023-03-03,497,40.8,284.1,5.9,40.9,2.1,47.4
Kolkata,2023-03-04,264,112.2,230.7,77.5,35.1,0.9,74.6
Kolkata,2023-03-05,340,198.5,278.2,19.6,47.7,1.0,79.3
Kolkata,2023-03-06,358,229.3,180.7,42.1,20.3,2.4,17.0
Kolkata,2023-03-07,247,55.2,50.4,59.1,23.7,2.3,20.3
Kolkata,2023-03-08,103,172.0,69.7,83.5,31.0,0.3,31.9
Kolkata,2023-03-09,247,78.1,85.3,67.7,5.4,0.3,67.0
Kolkata,2023-03-10,137,88.4,274.7,42.2,49.5,0.5,56.0
Kolkata,2023-03-11,430,26.5,287.4,87.2,8.2,0.7,57.5
Kolkata,2023-03-12,413,169.6,64.5,59.6,16.9,0.7,88.8
Kolkata,2023-03-13,284,76.1,22.1,18.6,5.1,1.1,98.8
Kolkata,2023-03-14,319,88.9,179.4,51.6,24.2,0.3,20.0
Kolkata,2023-03-15,380,221.4,147.8,71.5,36.2,0.9,77.4
Kolkata,2023-03-16,464,214.0,136.2,22.1,31.7,1.2,52.3
Kolkata,2023-03-17,387,54.0,179.2,42.4,47.4,0.8,105.8
Kolkata,2023-03-18,190,221.8,170.6,68.3,5.2,1.9,109.2
Kolkata,2023-03-19,302,108.7,233.3,16.5,19.7,1.9,65.5
Kolkata,2023-03-20,449,88.2,146.3,29.0,26.3,1.3,18.1
Kolkata,2023-03-21,405,172.1,149.3,37.6,21.2,0.6,14.2
Kolkata,2023-03-22,178,37.5,276.8,36.1,37.9,1.3,17.5
Kolkata,2023-03-23,330,167.7,219.8,46.6,24.6,0.8,27.8
Kolkata,2023-03-24,479,14.3,48.1,32.9,27.7,1.1,18.5
Kolkata,2023-03-25,440,12.7,96.5,46.9,10.5,1.8,108.2
Kolkata,2023-03-26,322,61.9,215.1,84.5,41.0,1.7,88.8
Kolkata,2023-03-27,102,103.7,106.3,10.0,2.2,2.0,94.4
Kolkata,2023-03-28,177,99.9,86.8,13.7,22.2,2.5,47.1
Kolkata,2023-03-29,148,173.2,37.7,96.1,6.6,2.1,83.1
Kolkata,2023-03-30,420,50.1,136.4,15.2,17.7,1.5,30.9
Kolkata,2023-03-31,156,234.2,130.6,45.6,13.2,0.4,45.6
Kolkata,2023-04-01,57,106.5,108.5,42.0,24.0,0.4,99.7
Kolkata,2023-04-02,382,159.7,32.3,89.1,21.7,2.0,65.0
Kolkata,2023-04-03,102,181.0,241.6,92.6,29.3,0.8,20.4
Kolkata,2023-04-04,216,245.5,215.0,69.4,48.7,1.8,46.5
Kolkata,2023-04-05,375,192.8,212.5,97.9,34.0,0.4,11.9
Kolkata,2023-04-06,349,117.7,163.1,75.5,26.2,1.8,11.5
Kolkata,2023-04-07,60,157.9,271.1,34.3,37.4,1.9,78.2
Kolkata,2023-04-08,80,43.0,159.6,24.2,20.0,1.7,36.2
Kolkata,2023-04-09,421,153.5,284.8,75.2,17.8,0.8,80.8
Kolkata,2023-04-10,439,19.5,241.7,44.4,41.0,1.9,35.2
Kolkata,2023-04-11,425,89.5,87.8,56.2,45.5,1.7,37.3
Kolkata,2023-04-12,401,177.1,82.3,87.9,27.0,0.6,79.3
Kolkata,2023-04-13,83,218.8,39.6,23.3,32.4,0.5,32.5
Kolkata,2023-04-14,96,51.7,173.7,80.5,11.8,1.4,56.9
Kolkata,2023-04-15,289,84.8,222.1,28.3,10.5,0.8,41.4
Kolkata,2023-04-16,279,242.3,76.4,86.9,25.1,2.4,49.6
Kolkata,2023-04-17,243,50.3,143.6,53.0,37.3,1.9,100.2
Kolkata,2023-04-18,456,125.7,233.3,45.6,6.0,2.3,43.0
Kolkata,2023-04-19,325,46.7,223.5,29.4,24.3,1.2,51.3
Kolkata,2023-04-20,360,125.4,113.3,72.9,11.4,2.3,10.5
Kolkata,2023-04-21,491,130.2,223.1,51.7,46.4,2.4,116.8
Kolkata,2023-04-22,241,102.2,106.2,98.8,5.4,2.2,119.2
Kolkata,2023-04-23,113,102.4,178.4,23.5,22.9,0.8,110.4
Kolkata,2023-04-24,419,93.7,218.6,65.3,19.7,0.3,52.4
Kolkata,2023-04-25,267,186.6,87.9,8.3,41.0,1.7,84.4
Kolkata,2023-04-26,407,169.8,61.4,62.5,47.3,0.5,37.2
Kolkata,2023-04-27,346,238.4,255.6,6.2,39.0,1.7,110.9
Kolkata,2023-04-28,253,179.5,292.8,12.6,45.7,2.2,28.2
Kolkata,2023-04-29,268,70.7,104.6,96.9,33.6,1.1,43.9
Kolkata,2023-04-30,260,190.6,278.8,87.6,7.2,1.5,97.7
Kolkata,2023-05-01,466,44.3,229.6,93.4,21.1,0.9,118.6
Kolkata,2023-05-02,467,128.0,47.1,78.5,22.1,1.2,41.7
Kolkata,2023-05-03,270,51.0,124.9,71.9,11.5,0.6,114.3
Kolkata,2023-05-04,280,146.1,79.5,24.1,38.0,2.1,31.1
Kolkata,2023-05-05,496,108.1,195.5,64.3,43.7,0.6,42.2
Kolkata,2023-05-06,243,39.9,38.0,7.8,13.3,1.3,93.7
Kolkata,2023-05-07,54,24.7,230.5,5.7,30.0,2.5,20.7
Kolkata,2023-05-08,317,200.0,125.2,54.4,48.2,0.8,63.5
Kolkata,2023-05-09,437,90.9,140.2,40.2,44.7,2.5,99.9
Kolkata,2023-05-10,234,169.6,126.0,10.4,19.1,1.0,21.0
Kolkata,2023-05-11,283,218.9,132.5,84.4,46.4,0.3,23.5
Kolkata,2023-05-12,321,77.1,215.8,82.4,19.7,1.6,82.5
Kolkata,2023-05-13,293,133.6,204.9,5.3,32.6,2.4,45.4
Kolkata,2023-05-14,374,96.4,32.8,81.7,17.6,1.2,76.7
Kolkata,2023-05-15,254,187.4,242.3,38.1,47.1,2.4,62.4
Kolkata,2023-05-16,387,215.7,273.5,74.8,16.1,0.6,25.7
Kolkata,2023-05-17,316,220.3,239.8,73.1,3.5,1.3,19.6
Kolkata,2023-05-18,476,171.5,173.6,88.1,10.1,1.2,22.7
Kolkata,2023-05-19,389,139.8,88.1,21.2,47.3,1.8,21.6
Kolkata,2023-05-20,416,17.0,280.1,36.0,20.4,0.8,89.1
Kolkata,2023-05-21,390,124.3,271.3,16.7,8.5,1.4,89.8
Kolkata,2023-05-22,96,200.9,113.2,26.3,29.6,2.3,17.1
Kolkata,2023-05-23,225,100.5,220.9,74.9,20.3,1.7,71.8
Kolkata,2023-05-24,488,114.9,85.3,29.6,16.0,0.5,47.4
Kolkata,2023-05-25,353,234.9,228.5,16.0,19.7,2.2,114.9
Kolkata,2023-05-26,345,186.9,107.0,61.1,11.1,1.1,56.6
Kolkata,2023-05-27,444,97.6,210.2,80.7,26.9,1.6,34.4
Kolkata,2023-05-28,252,12.2,258.7,35.0,41.2,0.9,34.1
Kolkata,2023-05-29,398,119.4,188.4,18.9,33.9,2.0,87.3
Kolkata,2023-05-30,356,86.8,160.7,70.4,15.1,2.1,73.1
Kolkata,2023-05-31,373,208.9,158.6,71.9,20.1,2.5,46.6
Kolkata,2023-06-01,473,182.0,257.5,93.8,12.8,1.9,111.5
Kolkata,2023-06-02,447,53.0,156.5,42.2,49.3,1.7,103.3
Kolkata,2023-06-03,61,141.5,114.5,69.4,49.5,1.9,53.0
Kolkata,2023-06-04,320,184.4,99.1,92.7,35.7,1.5,20.7
Kolkata,2023-06-05,215,190.5,182.5,81.5,42.8,1.8,60.3
Kolkata,2023-06-06,133,148.5,143.7,50.8,45.1,0.7,98.5
Kolkata,2023-06-07,150,186.5,22.6,74.0,29.6,1.8,118.7
Kolkata,2023-06-08,125,100.4,295.2,69.5,10.1,0.3,49.1
Kolkata,2023-06-09,292,53.1,34.7,98.1,33.2,1.6,116.7
Kolkata,2023-06-10,371,183.4,88.6,16.3,21.0,0.9,75.6
Kolkata,2023-06-11,138,166.7,125.1,70.7,40.2,1.7,95.6
Kolkata,2023-06-12,492,206.4,127.0,65.1,23.4,0.2,22.8
Kolkata,2023-06-13,112,127.4,207.3,53.4,3.1,1.5,73.0
Kolkata,2023-06-14,190,176.5,46.5,61.3,20.4,2.5,87.3
Kolkata,2023-06-15,202,147.1,47.8,11.0,45.6,2.0,30.3
Kolkata,2023-06-16,466,178.2,130.3,82.7,39.6,1.4,17.0
Kolkata,2023-06-17,478,150.3,219.8,80.1,8.0,1.9,116.2
Kolkata,2023-06-18,110,53.4,187.7,22.1,28.6,2.0,23.5
Kolkata,2023-06-19,115,148.0,202.7,13.3,14.3,1.9,19.3
Kolkata,2023-06-20,113,131.5,121.8,56.7,22.3,2.4,10.0
Kolkata,2023-06-21,203,21.1,284.8,90.9,16.1,1.4,25.4
Kolkata,2023-06-22,301,176.8,166.3,98.7,18.9,1.4,33.1
Kolkata,2023-06-23,100,169.0,32.5,8.5,8.8,2.2,33.7
Kolkata,2023-06-24,118,154.5,80.5,39.1,8.2,1.6,18.2
Kolkata,2023-06-25,180,72.6,201.9,20.5,23.9,2.4,84.4
Kolkata,2023-06-26,405,44.4,77.1,64.8,14.9,1.7,81.0
Kolkata,2023-06-27,415,99.3,204.0,82.9,31.0,1.2,26.9
Kolkata,2023-06-28,453,114.1,27.3,62.3,5.7,0.5,22.1
Kolkata,2023-06-29,330,107.6,112.2,13.5,45.6,2.0,26.1
Kolkata,2023-06-30,458,64.2,22.8,40.8,48.5,1.1,21.6
Kolkata,2023-07-01,113,52.2,223.9,34.1,41.4,1.3,68.2
Kolkata,2023-07-02,408,147.3,99.0,30.8,6.8,0.3,45.0
Kolkata,2023-07-03,434,103.5,116.6,75.4,48.5,1.4,75.4
Kolkata,2023-07-04,485,106.6,185.8,29.6,35.0,1.8,82.3
Kolkata,2023-07-05,123,100.9,225.9,10.0,36.8,2.4,87.8
Kolkata,2023-07-06,177,172.8,137.1,48.5,23.1,1.0,61.6
Kolkata,2023-07-07,196,76.2,139.8,94.5,44.3,2.1,43.6
Kolkata,2023-07-08,489,30.9,105.6,78.2,42.6,1.7,18.4
Kolkata,2023-07-09,172,236.8,66.2,10.5,37.7,1.5,64.2
Kolkata,2023-07-10,497,12.6,285.6,69.3,46.8,0.5,64.8
Kolkata,2023-07-11,400,249.5,268.7,71.3,21.5,1.6,110.2
Kolkata,2023-07-12,431,11.7,139.0,55.8,18.6,2.5,82.7
Kolkata,2023-07-13,471,249.8,284.6,70.0,4.0,1.2,28.5
Kolkata,2023-07-14,441,135.6,83.0,12.1,42.3,1.4,114.8
Kolkata,2023-07-15,266,128.9,67.7,97.1,18.2,1.8,101.5
Kolkata,2023-07-16,485,193.9,53.0,33.4,16.1,0.7,91.2
Kolkata,2023-07-17,341,104.5,278.5,93.3,48.0,1.4,108.3
Kolkata,2023-07-18,287,224.2,257.5,10.5,2.3,1.3,42.8
Kolkata,2023-07-19,104,11.2,269.3,22.7,19.0,0.4,64.1
Kolkata,2023-07-20,93,137.0,271.6,44.0,45.8,0.2,94.6
Kolkata,2023-07-21,178,64.3,130.7,33.4,22.6,0.6,99.3
Kolkata,2023-07-22,105,247.4,203.8,46.7,8.7,1.9,10.6
Kolkata,2023-07-23,495,180.2,51.0,32.1,8.4,1.2,46.4
Kolkata,2023-07-24,66,48.5,75.7,50.5,33.9,0.8,56.3
Kolkata,2023-07-25,331,128.9,210.9,17.1,38.1,2.0,54.0
Kolkata,2023-07-26,421,231.7,256.1,41.9,7.3,0.4,12.3
Kolkata,2023-07-27,129,92.6,23.8,70.0,4.5,2.1,57.3
Kolkata,2023-07-28,355,187.0,141.6,32.5,25.3,2.0,37.3
Kolkata,2023-07-29,128,185.0,72.3,31.7,7.5,0.8,87.1
Kolkata,2023-07-30,391,206.9,75.6,72.1,40.9,1.8,65.3
Kolkata,2023-07-31,142,55.3,259.4,64.7,9.1,0.5,54.1
Kolkata,2023-08-01,190,247.7,280.1,45.5,31.6,0.4,15.6
Kolkata,2023-08-02,258,136.0,216.0,98.1,12.6,1.2,16.7
Kolkata,2023-08-03,268,164.5,105.2,30.6,15.5,1.0,56.0
Kolkata,2023-08-04,213,224.8,70.9,5.1,33.7,0.9,41.4
Kolkata,2023-08-05,193,228.0,48.2,22.6,47.5,1.0,43.5
Kolkata,2023-08-06,99,170.5,211.2,78.2,8.3,1.0,99.1
Kolkata,2023-08-07,430,196.9,168.1,40.3,33.2,0.7,52.2
Kolkata,2023-08-08,104,41.3,227.9,16.4,30.2,2.3,82.0
Kolkata,2023-08-09,147,56.3,144.8,14.4,47.2,1.6,43.2
Kolkata,2023-08-10,292,247.5,76.6,73.5,4.1,0.6,70.6
Kolkata,2023-08-11,179,224.0,232.6,85.4,28.9,1.0,50.3
Kolkata,2023-08-12,372,182.2,275.0,11.4,22.1,2.3,65.4
Kolkata,2023-08-13,61,50.1,96.8,96.9,15.9,2.4,16.7
Kolkata,2023-08-14,405,55.6,248.1,52.0,27.6,1.4,18.2
Kolkata,2023-08-15,274,190.2,127.6,79.0,21.2,0.8,30.2
Kolkata,2023-08-16,131,147.3,185.8,5.8,46.6,1.4,65.4
Kolkata,2023-08-17,418,136.0,105.0,25.9,36.0,1.5,28.8
Kolkata,2023-08-18,73,138.1,101.7,65.8,47.2,0.8,24.6
Kolkata,2023-08-19,497,199.7,199.9,28.7,41.5,1.4,10.2
Kolkata,2023-08-20,227,161.8,292.2,35.8,47.4,2.2,39.0
Kolkata,2023-08-21,118,108.0,191.2,35.8,4.7,2.1,100.6
Kolkata,2023-08-22,162,185.3,98.3,29.3,2.8,1.7,105.5
Kolkata,2023-08-23,449,150.0,222.3,70.4,47.4,0.8,78.9
Kolkata,2023-08-24,359,142.2,248.7,26.0,14.9,1.5,98.9
Kolkata,2023-08-25,435,104.9,144.9,74.3,22.8,0.5,62.7
Kolkata,2023-08-26,303,53.6,71.8,86.9,11.1,1.3,90.2
Kolkata,2023-08-27,381,77.7,106.8,89.1,41.2,1.8,30.7
Kolkata,2023-08-28,123,27.3,88.7,91.4,48.6,0.4,67.9
Kolkata,2023-08-29,422,190.1,23.3,14.5,20.4,0.5,11.5
Kolkata,2023-08-30,475,164.7,32.2,28.6,6.0,0.5,79.0
Kolkata,2023-08-31,56,200.2,22.6,80.2,28.0,2.1,103.8
Kolkata,2023-09-01,93,58.6,154.5,58.5,23.3,0.6,46.5
Kolkata,2023-09-02,129,68.5,172.2,30.4,28.1,0.2,14.9
Kolkata,2023-09-03,328,81.2,163.2,84.5,8.8,2.3,12.6
Kolkata,2023-09-04,268,102.5,118.9,32.3,46.2,1.8,85.5
Kolkata,2023-09-05,416,207.5,51.5,21.1,7.3,0.4,115.1
Kolkata,2023-09-06,232,28.3,113.4,39.2,46.4,0.4,14.8
Kolkata,2023-09-07,127,52.7,168.5,62.0,34.6,0.5,83.4
Kolkata,2023-09-08,204,159.9,100.4,88.2,15.0,1.3,50.6
Kolkata,2023-09-09,185,204.6,219.2,12.3,2.1,2.3,26.4
Kolkata,2023-09-10,385,45.2,61.4,47.4,40.2,2.4,99.6
Kolkata,2023-09-11,107,148.7,288.7,31.5,6.3,2.5,30.0
Kolkata,2023-09-12,247,94.6,158.4,50.7,48.7,1.6,80.0
Kolkata,2023-09-13,120,202.5,203.1,28.4,22.1,1.3,68.7
Kolkata,2023-09-14,322,138.7,84.4,12.9,36.3,1.4,95.4
Kolkata,2023-09-15,465,189.6,216.9,27.3,2.1,2.5,11.9
Kolkata,2023-09-16,335,123.7,57.4,15.5,45.7,1.0,103.4
Kolkata,2023-09-17,448,206.6,102.5,18.7,43.0,2.4,110.4
Kolkata,2023-09-18,174,60.6,82.9,76.0,7.6,1.8,25.7
Kolkata,2023-09-19,425,16.3,290.2,40.3,35.7,1.7,18.1
Kolkata,2023-09-20,478,152.5,64.3,19.0,8.8,0.8,11.4
Kolkata,2023-09-21,475,205.3,61.9,22.3,37.7,1.9,86.8
Kolkata,2023-09-22,203,122.8,222.3,47.2,33.0,0.2,22.2
Kolkata,2023-09-23,80,221.5,29.0,76.4,26.2,0.2,101.6
Kolkata,2023-09-24,398,237.6,147.2,72.6,14.4,1.5,43.7
Kolkata,2023-09-25,166,111.7,63.9,97.4,27.0,2.4,23.8
Kolkata,2023-09-26,158,106.1,35.7,42.3,41.5,2.4,76.6
Kolkata,2023-09-27,89,206.0,151.2,34.8,32.8,2.1,28.1
Kolkata,2023-09-28,461,99.2,138.8,30.6,7.0,1.0,95.7
Kolkata,2023-09-29,221,16.7,99.0,56.4,5.1,1.6,93.2
Kolkata,2023-09-30,208,55.1,76.5,93.3,13.5,0.4,72.7
Kolkata,2023-10-01,72,145.3,241.3,9.3,17.1,2.4,10.9
Kolkata,2023-10-02,232,190.4,288.4,52.5,17.1,1.1,49.1
Kolkata,2023-10-03,116,178.6,47.3,43.7,37.6,0.4,98.8
Kolkata,2023-10-04,126,15.7,242.9,50.3,43.7,0.3,27.7
Kolkata,2023-10-05,399,121.1,267.9,13.9,36.5,2.2,98.8
Kolkata,2023-10-06,384,43.8,221.2,99.4,26.1,2.5,77.0
Kolkata,2023-10-07,317,233.3,115.6,79.6,18.3,1.0,104.2
Kolkata,2023-10-08,270,19.6,219.6,69.9,13.5,2.5,76.8
Kolkata,2023-10-09,128,146.1,298.4,14.3,2.7,2.0,44.0
Kolkata,2023-10-10,494,242.5,238.8,13.3,6.5,0.9,112.7
Kolkata,2023-10-11,132,26.4,181.4,38.6,5.4,1.8,60.7
Kolkata,2023-10-12,292,244.8,233.7,47.0,46.4,2.4,116.9
Kolkata,2023-10-13,299,19.5,260.5,43.1,43.1,2.3,24.2
Kolkata,2023-10-14,237,133.0,194.9,34.8,6.0,1.2,59.5
Kolkata,2023-10-15,499,220.1,211.1,64.0,32.9,1.9,36.9
Kolkata,2023-10-16,470,144.6,63.3,15.0,20.0,1.5,103.9
Kolkata,2023-10-17,164,103.2,149.4,13.9,24.4,1.7,109.0
Kolkata,2023-10-18,288,36.2,70.5,15.3,48.1,1.1,57.6
Kolkata,2023-10-19,255,88.9,108.8,99.7,25.3,1.8,62.4
Kolkata,2023-10-20,192,119.1,172.6,95.1,9.0,0.7,72.5
Kolkata,2023-10-21,357,195.8,37.5,81.8,39.9,2.5,33.5
Kolkata,2023-10-22,158,218.3,286.7,69.9,15.0,1.7,19.2
Kolkata,2023-10-23,85,75.7,42.9,88.0,23.7,1.2,33.6
Kolkata,2023-10-24,182,54.2,35.0,90.0,22.6,2.4,42.7
Kolkata,2023-10-25,151,93.8,137.3,50.2,35.1,0.6,86.6
Kolkata,2023-10-26,231,229.0,179.7,83.2,28.9,2.3,31.8
Kolkata,2023-10-27,420,170.3,192.6,35.8,49.3,2.4,91.7
Kolkata,2023-10-28,427,186.0,24.0,90.2,46.8,1.3,44.8
Kolkata,2023-10-29,455,242.8,133.8,54.5,2.2,1.2,101.6
Kolkata,2023-10-30,114,162.2,198.9,59.9,3.8,1.9,30.6
Kolkata,2023-10-31,406,141.1,66.5,40.9,18.7,2.4,116.9
Kolkata,2023-11-01,345,239.2,123.7,39.6,16.5,0.9,100.1
Kolkata,2023-11-02,113,177.8,201.7,48.3,21.7,1.0,69.7
Kolkata,2023-11-03,317,243.8,114.0,93.0,24.0,1.1,70.8
Kolkata,2023-11-04,133,140.3,126.8,85.3,35.1,1.2,41.2
Kolkata,2023-11-05,367,235.1,273.6,14.4,6.2,2.1,19.9
Kolkata,2023-11-06,58,157.9,135.2,52.2,38.1,2.3,21.0
Kolkata,2023-11-07,277,130.8,245.6,68.4,42.9,0.7,95.5
Kolkata,2023-11-08,332,101.5,74.8,49.6,8.0,2.4,110.5
Kolkata,2023-11-09,261,227.9,200.6,79.5,21.0,2.4,96.0
Kolkata,2023-11-10,309,78.1,266.3,30.1,42.2,2.0,55.6
Kolkata,2023-11-11,173,11.0,274.5,8.1,3.3,2.0,102.5
Kolkata,2023-11-12,315,206.8,188.0,36.8,48.0,2.5,36.6
Kolkata,2023-11-13,250,56.2,200.4,83.7,40.5,1.5,24.2
Kolkata,2023-11-14,375,103.7,223.9,43.3,17.3,0.6,35.4
Kolkata,2023-11-15,413,202.3,161.2,65.0,39.6,2.1,79.0
Kolkata,2023-11-16,183,211.0,64.5,35.6,6.5,0.3,11.3
Kolkata,2023-11-17,444,152.4,27.8,72.2,46.2,0.4,52.1
Kolkata,2023-11-18,430,186.2,295.4,65.3,39.3,0.6,81.8
Kolkata,2023-11-19,163,81.3,169.9,28.3,39.4,2.0,94.7
Kolkata,2023-11-20,387,22.4,43.2,18.7,3.1,2.5,105.4
Kolkata,2023-11-21,106,120.2,186.9,15.2,15.6,2.3,20.2
Kolkata,2023-11-22,303,212.7,275.6,24.8,6.8,2.0,55.5
Kolkata,2023-11-23,299,240.2,41.4,70.3,20.0,0.9,109.9
Kolkata,2023-11-24,463,48.7,103.7,90.8,33.7,1.7,104.0
Kolkata,2023-11-25,110,244.2,298.2,51.0,31.5,1.5,27.4
Kolkata,2023-11-26,429,71.1,54.0,62.6,27.7,1.4,93.7
Kolkata,2023-11-27,160,218.0,52.1,25.6,17.7,0.7,90.1
Kolkata,2023-11-28,114,74.2,154.8,95.6,18.7,1.5,42.4
Kolkata,2023-11-29,431,204.2,142.1,94.9,46.3,0.8,31.8
Kolkata,2023-11-30,483,223.0,98.7,42.3,30.0,2.0,44.3
Kolkata,2023-12-01,456,59.4,222.2,46.2,23.4,1.6,39.9
Kolkata,2023-12-02,213,159.5,190.0,45.8,29.2,1.1,79.6
Kolkata,2023-12-03,82,117.9,269.0,96.0,14.1,1.1,76.4
Kolkata,2023-12-04,499,164.8,290.2,38.5,3.4,0.6,45.5
Kolkata,2023-12-05,454,54.6,88.7,25.4,19.8,0.5,44.6
Kolkata,2023-12-06,54,86.5,23.1,36.2,24.3,2.0,108.9
Kolkata,2023-12-07,337,25.9,99.4,25.2,12.4,1.5,88.8
Kolkata,2023-12-08,463,216.4,41.0,89.8,22.2,1.9,45.0
Kolkata,2023-12-09,213,57.6,33.9,51.9,4.2,0.8,23.1
Kolkata,2023-12-10,281,51.1,111.5,41.4,29.7,0.9,80.8
Kolkata,2023-12-11,488,148.2,21.3,48.9,8.3,2.4,14.1
Kolkata,2023-12-12,323,230.3,31.0,66.3,5.3,0.4,98.3
Kolkata,2023-12-13,420,82.2,108.8,37.9,5.8,2.0,64.3
Kolkata,2023-12-14,74,104.4,215.0,48.2,42.7,2.4,23.4
Kolkata,2023-12-15,241,235.0,48.8,26.3,41.6,0.5,119.3
Kolkata,2023-12-16,491,175.0,142.0,21.2,11.2,2.3,50.6
Kolkata,2023-12-17,325,247.5,281.6,87.5,14.5,2.0,22.2
Kolkata,2023-12-18,205,28.0,112.2,63.2,41.0,0.8,28.7
Kolkata,2023-12-19,120,150.0,53.6,35.3,9.1,1.5,103.5
Kolkata,2023-12-20,261,162.9,207.1,54.6,13.5,1.3,63.9
